,respondent_id,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range,age_group,cf_ab_score,zas_score,bsi
25655,R25646,M,Urban,Entrepreneur,> 35L,3-4 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Retail Store,Premium,Low (Not very concerned),Social (eg. Parties),200-250,56-70,1.5,4.0,1
25656,R25647,M,Metro,Working Professional,16L - 25L,3-4 times,Newcomer,Large (1 L),2 to 4,Availability,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.0,3.5,0
25657,R25648,M,Semi-Urban,Working Professional,> 35L,3-4 times,Established,Medium (500 ml),0 to 1,Quality,Traditional,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),200-250,46-55,1.5,3.5,0
25658,R25649,F,Urban,Student,None,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
25659,R25650,F,Metro,Student,None,5-7 times,Newcomer,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.5,,1
25660,R25651,M,Urban,Retired,<10L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,56-70,2.5,2.0,0
25661,R25652,F,Urban,Retired,<10L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,56-70,2.0,2.0,1
25662,R25653,M,Metro,Working Professional,16L - 25L,0-2 times,Newcomer,Small (250 ml),2 to 4,Availability,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,1.5,3.5,0
25663,R25654,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.0,2.5,1
25664,R25655,F,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,2.0,,1
25665,R25656,F,Metro,Entrepreneur,<10L,3-4 times,Established,Large (1 L),2 to 4,Availability,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.0,2.5,0
25666,R25657,F,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Large (1 L),above 4,Quality,Traditional,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,3.0,3.5,1
25667,R25658,F,Metro,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),2 to 4,Quality,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.5,3.5,0
25668,R25659,M,Metro,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.5,3.0,1
25669,R25660,F,Rural,Working Professional,26L - 35L,5-7 times,Established,Large (1 L),0 to 1,Brand Reputation,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,2.5,0
25670,R25661,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
25671,R25662,M,Urban,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,2.0,2.5,0
25672,R25663,M,Semi-Urban,Working Professional,<10L,0-2 times,Newcomer,Small (250 ml),2 to 4,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),100-150,18-25,1.5,1.5,1
25673,R25664,M,Metro,Retired,16L - 25L,3-4 times,Established,Small (250 ml),0 to 1,Quality,Traditional,Retail Store,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,56-70,1.5,3.5,0
25674,R25665,M,Urban,Working Professional,16L - 25L,5-7 times,Established,Large (1 L),2 to 4,Brand Reputation,Traditional,Online,Eco-Friendly,Medium (Moderately health-conscious),Social (eg. Parties),150-200,26-35,2.5,3.0,0
25675,R25666,M,Semi-Urban,Student,None,0-2 times,Established,Medium (500 ml),above 4,Availability,Exotic,Online,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,2.0,,0
25676,R25667,F,Metro,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),Social (eg. Parties),50-100,18-25,1.0,,0
25677,R25668,F,Urban,Working Professional,10L - 15L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,26-35,1.5,2.5,0
25678,R25669,M,Metro,Entrepreneur,10L - 15L,5-7 times,Newcomer,Small (250 ml),above 4,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,3.0,3.0,0
25679,R25670,M,Rural,Working Professional,10L - 15L,5-7 times,Established,Medium (500 ml),2 to 4,Availability,Exotic,Online,Premium,Low (Not very concerned),Social (eg. Parties),150-200,36-45,2.5,1.5,0
25680,R25671,F,Urban,Entrepreneur,26L - 35L,3-4 times,Established,Medium (500 ml),above 4,Brand Reputation,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,46-55,2.5,3.5,0
25681,R25672,F,Metro,Working Professional,10L - 15L,5-7 times,Established,Small (250 ml),0 to 1,Price,Traditional,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,3.0,0
25682,R25673,M,Metro,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),100-150,26-35,1.0,,0
25683,R25674,F,Urban,Student,None,5-7 times,Established,Medium (500 ml),2 to 4,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",100-150,18-25,2.5,,0
25684,R25675,M,Metro,Working Professional,> 35L,5-7 times,Established,Small (250 ml),above 4,Quality,Exotic,Online,Premium,Medium (Moderately health-conscious),Social (eg. Parties),200-250,26-35,3.0,4.5,0
25685,R25676,M,Urban,Entrepreneur,16L - 25L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Price,Traditional,Online,Premium,Low (Not very concerned),Casual (eg. At home),150-200,36-45,2.0,3.0,1
25686,R25677,F,Metro,Entrepreneur,10L - 15L,3-4 times,Established,Small (250 ml),above 4,Availability,Exotic,Retail Store,Premium,High (Very health-conscious),Social (eg. Parties),150-200,18-25,2.5,3.0,0
25687,R25678,F,Metro,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,,0
25688,R25679,F,Metro,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),above 4,Quality,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.0,3.5,0
25689,R25680,F,Rural,Entrepreneur,> 35L,3-4 times,Established,Large (1 L),0 to 1,Quality,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,56-70,1.5,3.0,0
25690,R25681,M,Semi-Urban,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),0 to 1,Quality,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,26-35,1.0,2.5,0
25691,R25682,F,Metro,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,,0
25692,R25683,M,Urban,Student,None,0-2 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Online,Simple,Medium (Moderately health-conscious),Social (eg. Parties),100-150,18-25,1.5,,1
25693,R25684,M,Urban,Student,None,3-4 times,Established,Small (250 ml),2 to 4,Price,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",100-150,18-25,2.0,,0
25694,R25685,F,Urban,Student,None,3-4 times,Established,Medium (500 ml),2 to 4,Availability,Traditional,Online,Premium,High (Very health-conscious),Social (eg. Parties),100-150,18-25,2.0,,0
25695,R25686,M,Urban,Entrepreneur,10L - 15L,3-4 times,Established,Small (250 ml),above 4,Availability,Traditional,Online,Simple,Low (Not very concerned),Social (eg. Parties),150-200,26-35,2.5,2.5,0
25696,R25687,F,Metro,Working Professional,<10L,3-4 times,Newcomer,Large (1 L),0 to 1,Price,Traditional,Online,Eco-Friendly,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.5,2.5,1
25697,R25688,F,Semi-Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Large (1 L),2 to 4,Price,Exotic,Retail Store,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.0,2.5,1
25698,R25689,M,Urban,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Availability,Traditional,Online,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),50-100,18-25,1.0,,0
25699,R25690,F,Urban,Working Professional,<10L,3-4 times,Newcomer,Large (1 L),2 to 4,Availability,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),150-200,18-25,2.0,2.0,0
25700,R25691,M,Metro,Student,None,3-4 times,Established,Small (250 ml),above 4,Price,Traditional,Online,Premium,Low (Not very concerned),Social (eg. Parties),100-150,18-25,2.5,,0
25701,R25692,F,Urban,Working Professional,10L - 15L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Availability,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,2.5,0
25702,R25693,F,Metro,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,36-45,1.5,3.5,0
25703,R25694,M,Urban,Working Professional,10L - 15L,3-4 times,Established,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,36-45,2.0,2.5,0
25704,R25695,F,Metro,Entrepreneur,<10L,0-2 times,Established,Medium (500 ml),2 to 4,Availability,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,1.5,2.5,0
25705,R25696,F,Urban,Working Professional,10L - 15L,3-4 times,Established,Small (250 ml),above 4,Availability,Exotic,Online,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,36-45,2.5,2.5,0
25706,R25697,F,Urban,Entrepreneur,16L - 25L,5-7 times,Newcomer,Large (1 L),0 to 1,Quality,Traditional,Online,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,26-35,2.0,3.0,1
25707,R25698,M,Metro,Entrepreneur,> 35L,3-4 times,Newcomer,Large (1 L),2 to 4,Availability,Traditional,Retail Store,Premium,Medium (Moderately health-conscious),Casual (eg. At home),200-250,36-45,2.0,4.5,0
25708,R25699,F,Urban,Entrepreneur,10L - 15L,5-7 times,Newcomer,Large (1 L),2 to 4,Availability,Exotic,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,26-35,2.5,2.5,0
25709,R25700,M,Metro,Working Professional,26L - 35L,3-4 times,Newcomer,Large (1 L),above 4,Price,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,26-35,2.5,4.0,1
25710,R25701,F,Semi-Urban,Student,None,0-2 times,Established,Medium (500 ml),2 to 4,Availability,Traditional,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
25711,R25702,M,Urban,Working Professional,<10L,0-2 times,Newcomer,Large (1 L),2 to 4,Price,Traditional,Online,Simple,Low (Not very concerned),Casual (eg. At home),100-150,26-35,1.5,2.0,1
25712,R25703,F,Semi-Urban,Entrepreneur,26L - 35L,0-2 times,Newcomer,Small (250 ml),above 4,Availability,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,26-35,2.0,3.0,0
25713,R25704,F,Metro,Entrepreneur,26L - 35L,3-4 times,Newcomer,Small (250 ml),above 4,Quality,Traditional,Retail Store,Eco-Friendly,Low (Not very concerned),Social (eg. Parties),200-250,36-45,2.5,4.0,1
25714,R25705,M,Urban,Retired,<10L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),200-250,56-70,2.0,2.0,0
25715,R25706,M,Metro,Student,None,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,26-35,2.0,,0
25716,R25707,F,Semi-Urban,Working Professional,16L - 25L,3-4 times,Newcomer,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),150-200,46-55,1.5,2.5,1
25717,R25708,M,Metro,Working Professional,26L - 35L,3-4 times,Newcomer,Large (1 L),2 to 4,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),200-250,36-45,2.0,4.0,0
25718,R25709,M,Rural,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Availability,Exotic,Online,Simple,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.5,,0
25719,R25710,M,Semi-Urban,Working Professional,26L - 35L,3-4 times,Established,Small (250 ml),0 to 1,Brand Reputation,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),200-250,36-45,1.5,3.0,0
25720,R25711,M,Metro,Entrepreneur,16L - 25L,3-4 times,Established,Medium (500 ml),above 4,Brand Reputation,Exotic,Retail Store,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,0
25721,R25712,M,Urban,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Social (eg. Parties),50-100,18-25,1.0,,0
25722,R25713,F,Urban,Entrepreneur,26L - 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Quality,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,46-55,2.5,3.5,1
25724,R25715,M,Urban,Entrepreneur,16L - 25L,0-2 times,Newcomer,Small (250 ml),2 to 4,Availability,Exotic,Retail Store,Simple,Low (Not very concerned),Casual (eg. At home),150-200,46-55,1.5,3.0,0
25725,R25716,F,Metro,Entrepreneur,16L - 25L,0-2 times,Newcomer,Small (250 ml),2 to 4,Quality,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,1.5,3.5,1
25726,R25717,M,Rural,Working Professional,16L - 25L,0-2 times,Established,Small (250 ml),0 to 1,Brand Reputation,Exotic,Retail Store,Premium,High (Very health-conscious),Casual (eg. At home),150-200,36-45,1.0,2.0,0
25727,R25718,M,Rural,Working Professional,10L - 15L,0-2 times,Newcomer,Small (250 ml),0 to 1,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,18-25,1.0,1.5,0
25728,R25719,F,Semi-Urban,Student,None,3-4 times,Newcomer,Small (250 ml),0 to 1,Availability,Traditional,Retail Store,Premium,Low (Not very concerned),Casual (eg. At home),50-100,18-25,1.5,,0
25729,R25720,F,Urban,Retired,<10L,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),150-200,56-70,1.0,2.0,1
25730,R25721,M,Metro,Working Professional,16L - 25L,5-7 times,Newcomer,Small (250 ml),2 to 4,Quality,Traditional,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.5,1
25731,R25722,M,Urban,Student,None,3-4 times,Established,Small (250 ml),2 to 4,Availability,Exotic,Online,Simple,High (Very health-conscious),Social (eg. Parties),100-150,18-25,2.0,,0
25732,R25723,F,Urban,Entrepreneur,16L - 25L,3-4 times,Established,Large (1 L),0 to 1,Brand Reputation,Traditional,Retail Store,Eco-Friendly,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,18-25,1.5,3.0,0
25733,R25724,M,Urban,Working Professional,<10L,5-7 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Premium,Low (Not very concerned),"Active (eg. Sports, gym)",150-200,18-25,2.0,2.0,0
25734,R25725,F,Urban,Working Professional,10L - 15L,3-4 times,Established,Large (1 L),2 to 4,Price,Exotic,Online,Premium,High (Very health-conscious),Social (eg. Parties),150-200,36-45,2.0,2.5,0
25735,R25726,M,Urban,Working Professional,> 35L,5-7 times,Newcomer,Large (1 L),2 to 4,Brand Reputation,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,4.0,0
25736,R25727,F,Metro,Entrepreneur,16L - 25L,3-4 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,3.5,0
25737,R25728,F,Urban,Working Professional,<10L,5-7 times,Newcomer,Medium (500 ml),0 to 1,Price,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",150-200,18-25,2.0,2.0,1
25738,R25729,M,Metro,Working Professional,10L - 15L,0-2 times,Newcomer,Medium (500 ml),2 to 4,Availability,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,36-45,1.5,3.0,0
25739,R25730,M,Metro,Working Professional,<10L,5-7 times,Established,Small (250 ml),2 to 4,Price,Traditional,Online,Premium,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,2.5,0
25740,R25731,M,Metro,Student,None,3-4 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),100-150,18-25,1.5,,0
25741,R25732,F,Metro,Student,None,0-2 times,Established,Medium (500 ml),0 to 1,Price,Exotic,Online,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,0
25742,R25733,M,Metro,Working Professional,<10L,3-4 times,Newcomer,Medium (500 ml),0 to 1,Availability,Exotic,Online,Simple,High (Very health-conscious),"Active (eg. Sports, gym)",100-150,18-25,1.5,2.5,0
25743,R25734,M,Urban,Student,None,0-2 times,Newcomer,Medium (500 ml),0 to 1,Price,Exotic,Retail Store,Simple,Low (Not very concerned),"Active (eg. Sports, gym)",50-100,18-25,1.0,,1
25744,R25735,F,Metro,Working Professional,26L - 35L,3-4 times,Established,Medium (500 ml),2 to 4,Brand Reputation,Exotic,Retail Store,Eco-Friendly,High (Very health-conscious),"Active (eg. Sports, gym)",200-250,36-45,2.0,4.0,0
25745,R25736,M,Semi-Urban,Working Professional,16L - 25L,5-7 times,Newcomer,Medium (500 ml),2 to 4,Price,Exotic,Retail Store,Simple,Medium (Moderately health-conscious),Casual (eg. At home),150-200,26-35,2.5,2.5,1
25746,R25737,F,Semi-Urban,Working Professional,10L - 15L,0-2 times,Established,Small (250 ml),0 to 1,Price,Traditional,Retail Store,Simple,High (Very health-conscious),Casual (eg. At home),100-150,26-35,1.0,2.0,0
25747,R25738,M,Semi-Urban,Working Professional,26L - 35L,3-4 times,Established,Medium (500 ml),above 4,Quality,Traditional,Online,Simple,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",200-250,26-35,2.5,3.0,0
25748,R25739,F,Metro,Working Professional,10L - 15L,0-2 times,Established,Medium (500 ml),above 4,Price,Exotic,Online,Simple,Low (Not very concerned),Casual (eg. At home),100-150,36-45,2.0,3.0,0
25749,R25740,M,Semi-Urban,Working Professional,10L - 15L,3-4 times,Established,Small (250 ml),above 4,Price,Traditional,Retail Store,Simple,Medium (Moderately health-conscious),Social (eg. Parties),150-200,18-25,2.5,2.0,0
25750,R25741,M,Metro,Student,None,3-4 times,Established,Medium (500 ml),0 to 1,Price,Traditional,Online,Premium,Medium (Moderately health-conscious),"Active (eg. Sports, gym)",50-100,18-25,1.5,,0
