respondent_id,age,gender,zone,occupation,income_levels,consume_frequency(weekly),current_brand,preferable_consumption_size,awareness_of_other_brands,reasons_for_choosing_brands,flavor_preference,purchase_channel,packaging_preference,health_concerns,typical_consumption_situations,price_range
r29595,49,f,metro,working professional,> 35l,0-2 times,established,small (250 ml),2 to 4,quality,exotic,online,simple,high (very health-conscious),casual (eg. at home),200-250
r29596,48,f,urban,entrepreneur,16l - 25l,0-2 times,established,small (250 ml),above 4,brand reputation,traditional,online,premium,high (very health-conscious),social (eg. parties),200-250
r29597,67,f,metro,retired,<10l,5-7 times,newcomer,large (1 l),0 to 1,price,traditional,retail store,simple,medium (moderately health-conscious),social (eg. parties),150-200
r29598,55,m,metro,working professional,10l - 15l,0-2 times,newcomer,large (1 l),above 4,price,exotic,retail store,simple,high (very health-conscious),"active (eg. sports, gym)",200-250
r29599,22,f,semi-urban,student,none,5-7 times,established,medium (500 ml),above 4,price,exotic,retail store,simple,high (very health-conscious),casual (eg. at home),100-150
r29600,53,m,metro,working professional,16l - 25l,3-4 times,established,medium (500 ml),0 to 1,quality,traditional,retail store,premium,high (very health-conscious),casual (eg. at home),200-250
r29601,27,m,rural,working professional,10l - 15l,3-4 times,established,medium (500 ml),2 to 4,availability,traditional,retail store,simple,medium (moderately health-conscious),casual (eg. at home),100-150
r29602,19,f,metro,entrepreneur,26l - 35l,5-7 times,established,large (1 l),above 4,brand reputation,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r29603,19,m,semi-urban,student,none,0-2 times,established,small (250 ml),2 to 4,price,traditional,retail store,simple,high (very health-conscious),social (eg. parties),50-100
r29604,32,f,metro,working professional,> 35l,3-4 times,established,medium (500 ml),2 to 4,brand reputation,exotic,online,premium,low (not very concerned),social (eg. parties),200-250
r29605,29,m,semi-urban,entrepreneur,10l - 15l,0-2 times,newcomer,medium (500 ml),2 to 4,price,exotic,online,simple,high (very health-conscious),casual (eg. at home),150-200
r29606,43,m,semi-urban,entrepreneur,26l - 35l,5-7 times,established,small (250 ml),0 to 1,brand reputation,traditional,online,simple,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r29607,26,m,metro,working professional,10l - 15l,3-4 times,newcomer,medium (500 ml),2 to 4,price,exotic,online,simple,medium (moderately health-conscious),social (eg. parties),150-200
r29608,19,f,metro,student,none,3-4 times,newcomer,large (1 l),0 to 1,price,traditional,online,eco-friendly,high (very health-conscious),casual (eg. at home),100-150
r29609,44,m,metro,entrepreneur,26l - 35l,0-2 times,established,large (1 l),above 4,quality,traditional,retail store,eco-friendly,high (very health-conscious),social (eg. parties),200-250
r29610,22,m,metro,student,none,0-2 times,established,small (250 ml),0 to 1,price,exotic,online,eco-friendly,medium (moderately health-conscious),social (eg. parties),50-100
r29611,21,m,metro,entrepreneur,<10l,5-7 times,newcomer,medium (500 ml),0 to 1,price,traditional,online,premium,medium (moderately health-conscious),social (eg. parties),150-200
r29612,27,m,metro,student,none,5-7 times,established,medium (500 ml),above 4,price,traditional,online,eco-friendly,low (not very concerned),"active (eg. sports, gym)",100-150
r29613,32,m,urban,working professional,26l - 35l,5-7 times,established,large (1 l),2 to 4,quality,exotic,online,simple,low (not very concerned),casual (eg. at home),200-250
r29614,19,m,rural,student,none,0-2 times,newcomer,small (250 ml),above 4,availability,traditional,online,premium,high (very health-conscious),"active (eg. sports, gym)",100-150
r29615,29,f,metro,working professional,> 35l,3-4 times,newcomer,medium (500 ml),above 4,availability,traditional,retail store,simple,low (not very concerned),"active (eg. sports, gym)",200-250
r29616,28,f,urban,entrepreneur,10l - 15l,3-4 times,established,medium (500 ml),2 to 4,availability,exotic,retail store,simple,low (not very concerned),"active (eg. sports, gym)",150-200
r29617,44,m,metro,working professional,10l - 15l,3-4 times,established,large (1 l),above 4,price,exotic,online,simple,medium (moderately health-conscious),casual (eg. at home),200-250
r29618,19,m,metro,student,none,5-7 times,newcomer,large (1 l),0 to 1,price,exotic,online,simple,high (very health-conscious),casual (eg. at home),100-150
r29619,27,m,urban,entrepreneur,26l - 35l,5-7 times,newcomer,small (250 ml),2 to 4,quality,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r29620,39,f,semi-urban,working professional,16l - 25l,3-4 times,established,small (250 ml),2 to 4,brand reputation,exotic,retail store,simple,medium (moderately health-conscious),casual (eg. at home),150-200
r29621,25,f,urban,student,none,0-2 times,established,small (250 ml),0 to 1,price,traditional,online,premium,low (not very concerned),social (eg. parties),50-100
r29622,50,m,rural,working professional,16l - 25l,3-4 times,newcomer,small (250 ml),0 to 1,price,traditional,retail store,simple,high (very health-conscious),social (eg. parties),150-200
r29623,29,m,metro,working professional,26l - 35l,3-4 times,newcomer,large (1 l),2 to 4,quality,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r29624,31,f,metro,working professional,> 35l,3-4 times,newcomer,medium (500 ml),above 4,quality,exotic,online,eco-friendly,high (very health-conscious),social (eg. parties),200-250
r29625,40,f,rural,working professional,16l - 25l,0-2 times,newcomer,medium (500 ml),2 to 4,price,traditional,retail store,simple,low (not very concerned),casual (eg. at home),100-150
r29626,63,m,metro,retired,<10l,5-7 times,established,small (250 ml),2 to 4,price,traditional,retail store,simple,low (not very concerned),casual (eg. at home),150-200
r29627,35,m,rural,working professional,16l - 25l,3-4 times,newcomer,medium (500 ml),0 to 1,availability,exotic,retail store,simple,medium (moderately health-conscious),casual (eg. at home),100-150
r29628,47,m,urban,entrepreneur,26l - 35l,5-7 times,established,medium (500 ml),above 4,brand reputation,exotic,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r29629,28,f,urban,working professional,10l - 15l,3-4 times,established,medium (500 ml),above 4,availability,exotic,online,premium,medium (moderately health-conscious),"active (eg. sports, gym)",150-200
r29630,63,m,urban,retired,<10l,3-4 times,established,medium (500 ml),above 4,availability,traditional,retail store,premium,high (very health-conscious),casual (eg. at home),200-250
r29631,30,m,metro,entrepreneur,26l - 35l,3-4 times,established,medium (500 ml),2 to 4,quality,traditional,retail store,premium,low (not very concerned),casual (eg. at home),200-250
r29632,24,f,urban,student,none,3-4 times,established,medium (500 ml),above 4,price,traditional,online,simple,low (not very concerned),social (eg. parties),100-150
r29633,31,f,metro,working professional,26l - 35l,5-7 times,newcomer,large (1 l),above 4,brand reputation,exotic,online,premium,high (very health-conscious),social (eg. parties),200-250
r29634,36,f,metro,entrepreneur,16l - 25l,5-7 times,established,small (250 ml),2 to 4,brand reputation,exotic,online,premium,high (very health-conscious),casual (eg. at home),200-250
r29635,37,f,metro,entrepreneur,10l - 15l,3-4 times,newcomer,medium (500 ml),0 to 1,availability,traditional,retail store,eco-friendly,high (very health-conscious),"active (eg. sports, gym)",150-200
r29636,24,m,urban,student,none,3-4 times,established,medium (500 ml),0 to 1,price,traditional,retail store,premium,low (not very concerned),social (eg. parties),50-100
r29637,21,m,metro,entrepreneur,16l - 25l,3-4 times,newcomer,medium (500 ml),above 4,price,traditional,online,eco-friendly,low (not very concerned),"active (eg. sports, gym)",150-200
r29638,30,f,metro,working professional,10l - 15l,3-4 times,newcomer,small (250 ml),2 to 4,price,exotic,online,simple,high (very health-conscious),"active (eg. sports, gym)",150-200
r29639,23,m,metro,student,none,5-7 times,newcomer,medium (500 ml),0 to 1,availability,exotic,online,simple,high (very health-conscious),"active (eg. sports, gym)",100-150
r29640,21,m,semi-urban,student,none,3-4 times,established,small (250 ml),2 to 4,price,exotic,retail store,eco-friendly,low (not very concerned),casual (eg. at home),50-100
r29641,43,f,semi-urban,working professional,10l - 15l,3-4 times,newcomer,small (250 ml),2 to 4,availability,traditional,retail store,simple,medium (moderately health-conscious),social (eg. parties),100-150
r29642,29,m,metro,working professional,16l - 25l,5-7 times,established,small (250 ml),2 to 4,quality,exotic,retail store,premium,medium (moderately health-conscious),"active (eg. sports, gym)",200-250
r29643,31,m,rural,working professional,16l - 25l,3-4 times,established,medium (500 ml),2 to 4,quality,traditional,online,simple,high (very health-conscious),casual (eg. at home),200-250
r29644,55,f,metro,entrepreneur,10l - 15l,5-7 times,newcomer,large (1 l),above 4,price,exotic,online,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r29645,30,m,urban,working professional,16l - 25l,3-4 times,established,large (1 l),above 4,brand reputation,exotic,retail store,premium,high (very health-conscious),casual (eg. at home),200-250
r29646,28,f,metro,entrepreneur,<10l,5-7 times,newcomer,large (1 l),0 to 1,price,exotic,online,simple,high (very health-conscious),social (eg. parties),200-250
r29647,35,m,metro,working professional,10l - 15l,5-7 times,established,small (250 ml),above 4,price,traditional,online,simple,high (very health-conscious),"active (eg. sports, gym)",200-250
r29648,64,f,metro,entrepreneur,> 35l,3-4 times,established,medium (500 ml),above 4,quality,traditional,retail store,premium,medium (moderately health-conscious),casual (eg. at home),200-250
r29649,31,m,metro,working professional,16l - 25l,0-2 times,established,small (250 ml),2 to 4,quality,traditional,online,eco-friendly,medium (moderately health-conscious),casual (eg. at home),100-150
r29650,19,m,semi-urban,student,none,3-4 times,established,small (250 ml),0 to 1,price,exotic,online,simple,high (very health-conscious),"active (eg. sports, gym)",100-150
r29651,58,m,semi-urban,retired,<10l,3-4 times,newcomer,small (250 ml),2 to 4,availability,traditional,retail store,premium,high (very health-conscious),casual (eg. at home),150-200
r29652,30,f,metro,working professional,26l - 35l,3-4 times,established,medium (500 ml),2 to 4,quality,traditional,online,premium,high (very health-conscious),social (eg. parties),200-250
r29653,64,f,urban,retired,<10l,5-7 times,newcomer,medium (500 ml),2 to 4,price,traditional,retail store,premium,high (very health-conscious),"active (eg. sports, gym)",200-250
r29654,20,f,urban,student,none,3-4 times,established,medium (500 ml),2 to 4,price,exotic,online,simple,medium (moderately health-conscious),social (eg. parties),100-150
r29655,19,m,metro,student,none,5-7 times,newcomer,medium (500 ml),0 to 1,price,exotic,online,simple,medium (moderately health-conscious),social (eg. parties),100-150
r29656,18,m,urban,student,none,3-4 times,established,medium (500 ml),0 to 1,price,exotic,online,simple,medium (moderately health-conscious),social (eg. parties),100-150
r29657,23,m,metro,student,none,3-4 times,newcomer,medium (500 ml),0 to 1,price,traditional,online,simple,high (very health-conscious),casual (eg. at home),100-150
r29658,26,m,rural,working professional,> 35l,0-2 times,newcomer,medium (500 ml),0 to 1,price,exotic,online,simple,medium (moderately health-conscious),casual (eg. at home),150-200
r29659,28,f,urban,working professional,10l - 15l,0-2 times,established,small (250 ml),0 to 1,price,exotic,online,simple,high (very health-conscious),"active (eg. sports, gym)",100-150
r29660,54,m,rural,working professional,> 35l,0-2 times,newcomer,small (250 ml),2 to 4,price,traditional,retail store,simple,medium (moderately health-conscious),social (eg. parties),200-250
r29661,18,f,urban,student,none,3-4 times,established,large (1 l),0 to 1,availability,traditional,retail store,premium,low (not very concerned),"active (eg. sports, gym)",50-100
r29662,56,m,semi-urban,retired,<10l,0-2 times,newcomer,medium (500 ml),above 4,price,exotic,retail store,eco-friendly,high (very health-conscious),"active (eg. sports, gym)",150-200
r29663,19,m,metro,student,none,0-2 times,newcomer,medium (500 ml),2 to 4,availability,exotic,online,simple,low (not very concerned),casual (eg. at home),50-100
r29664,52,m,urban,entrepreneur,10l - 15l,3-4 times,established,medium (500 ml),2 to 4,price,exotic,online,eco-friendly,high (very health-conscious),casual (eg. at home),200-250
r29665,33,f,urban,working professional,26l - 35l,5-7 times,newcomer,large (1 l),2 to 4,brand reputation,traditional,online,premium,low (not very concerned),"active (eg. sports, gym)",200-250
r29666,49,f,semi-urban,working professional,> 35l,5-7 times,established,medium (500 ml),0 to 1,quality,traditional,retail store,premium,high (very health-conscious),casual (eg. at home),200-250
r29667,18,f,urban,student,none,0-2 times,newcomer,large (1 l),0 to 1,price,traditional,online,simple,medium (moderately health-conscious),social (eg. parties),50-100
r29668,24,m,rural,student,none,3-4 times,established,medium (500 ml),above 4,price,traditional,retail store,premium,high (very health-conscious),casual (eg. at home),100-150
